Valid date,Valid time,Time zone,Record sequence,Data type,Primary,Reporting area,State code,Parameter name,AQI value,AQI category,Forecast,Source
06/07/23,,PDT,-1,Y,Y,Bellingham,WA,OZONE,77,Moderate,Northwest Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Bellingham,WA,PM2.5,35,Good,Northwest Clean Air Agency,
06/08/23,,PDT,0,F,Y,Bellingham,WA,PM2.5,,Moderate,Northwest Clean Air Agency,
06/09/23,,PDT,1,F,Y,Bellingham,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/10/23,,PDT,2,F,Y,Bellingham,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/11/23,,PDT,3,F,Y,Bellingham,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/12/23,,PDT,4,F,Y,Bellingham,WA,PM2.5,,Good,Northwest Clean Air Agency,
06/07/23,,CST,-1,Y,Y,Belmopan,,PM2.5,54,Moderate,U.S. Department of State Belize - Belmopan,
06/08/23,15:00,CST,0,O,Y,Belmopan,,PM2.5,59,Moderate,U.S. Department of State Belize - Belmopan,
06/07/23,,PDT,-1,Y,Y,Bend and Redmond,OR,PM2.5,23,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Bend and Redmond,OR,PM2.5,37,Good,Oregon Dept. of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Bennington,VT,PM2.5,156,Unhealthy,Vermont Air Quality & Climate Division,
06/08/23,17:00,EDT,0,O,Y,Bennington,VT,PM2.5,28,Good,Vermont Air Quality & Climate Division,
06/08/23,,EDT,0,F,Y,Bennington,VT,PM2.5,120,Unhealthy for Sensitive Groups,Vermont Air Quality & Climate Division,
06/09/23,,EDT,1,F,Y,Bennington,VT,PM2.5,60,Moderate,Vermont Air Quality & Climate Division,
06/07/23,,EDT,-1,Y,Y,Benton Harbor,MI,PM2.5,86,Moderate,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,17:00,EDT,0,O,Y,Benton Harbor,MI,PM2.5,78,Moderate,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,,EDT,0,F,Y,Benton Harbor,MI,PM2.5,,Unhealthy for Sensitive Groups,"Michigan Department of Environment, Great Lakes, and Energy",
06/09/23,,EDT,1,F,Y,Benton Harbor,MI,PM2.5,,Unhealthy for Sensitive Groups,"Michigan Department of Environment, Great Lakes, and Energy",
06/08/23,,EDT,0,F,Y,Bertie County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Bertie County,NC,PM2.5,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Bertie County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Bertie County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,CDT,-1,Y,Y,Beulah,ND,PM2.5,40,Good,North Dakota Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Beulah,ND,OZONE,77,Moderate,North Dakota Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Big Bear Lake,CA,OZONE,50,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,Big Bear Lake,CA,OZONE,50,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,Big Bear Lake,CA,OZONE,74,Moderate,South Coast AQMD,
06/09/23,,PDT,1,F,Y,Big Bear Lake,CA,OZONE,64,Moderate,South Coast AQMD,
06/07/23,,CDT,-1,Y,Y,Big Bend,TX,OZONE,44,Good,Texas Commission on Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Big Bend,TX,OZONE,45,Good,Texas Commission on Environmental Quality,
06/08/23,,CDT,0,F,Y,Big Bend,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/09/23,,CDT,1,F,Y,Big Bend,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/10/23,,CDT,2,F,Y,Big Bend,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/11/23,,CDT,3,F,Y,Big Bend,TX,OZONE,,Good,Texas Commission on Environmental Quality,
06/07/23,,MDT,-1,Y,Y,Big Horn County,WY,OZONE,54,Moderate,Bureau of Land Management - Wyoming,
06/08/23,15:00,MDT,0,O,Y,Big Horn County,WY,OZONE,47,Good,Bureau of Land Management - Wyoming,
06/07/23,,MDT,-1,Y,Y,Big Piney,WY,OZONE,47,Good,Wyoming Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Big Piney,WY,OZONE,44,Good,Wyoming Department of Environmental Quality,
06/07/23,,MDT,-1,Y,Y,Billings,MT,PM2.5,18,Good,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Billings,MT,PM2.5,6,Good,Montana DEQ,
06/07/23,,CDT,-1,Y,Y,Birmingham,AL,OZONE,101,Unhealthy for Sensitive Groups,Alabama Department of Environmental Management,
06/08/23,16:00,CDT,0,O,Y,Birmingham,AL,OZONE,97,Moderate,Alabama Department of Environmental Management,
06/08/23,,CDT,0,F,Y,Birmingham,AL,PM2.5,77,Moderate,Alabama Department of Environmental Management,
06/09/23,,CDT,1,F,Y,Birmingham,AL,OZONE,108,Unhealthy for Sensitive Groups,Alabama Department of Environmental Management,
06/08/23,,KGT,-1,Y,Y,Bishkek,,PM2.5,50,Good,U.S. Department of State Kyrgyzstan - Bishkek,
06/09/23,3:00,KGT,0,O,Y,Bishkek,,PM2.5,17,Good,U.S. Department of State Kyrgyzstan - Bishkek,
06/07/23,,PDT,-1,Y,Y,Bishop,CA,OZONE,61,Moderate,Great Basin Unified Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Bishop,CA,OZONE,48,Good,Great Basin Unified Air Pollution Control District,
06/07/23,,CDT,-1,Y,Y,Bismarck,ND,OZONE,105,Unhealthy for Sensitive Groups,North Dakota Department of Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Bismarck,ND,OZONE,87,Moderate,North Dakota Department of Environmental Quality,
06/08/23,,EDT,0,F,Y,Bladen County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Bladen County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Bladen County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Bladen County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Bloomington,IN,PM2.5,96,Moderate,Indiana Dept. of Environmental Management 2,
06/08/23,17:00,EDT,0,O,Y,Bloomington,IN,PM2.5,87,Moderate,Indiana Dept. of Environmental Management 2,
06/07/23,,CDT,-1,Y,Y,Bloomington and Normal,IL,OZONE,84,Moderate,Illinois EPA,
06/08/23,16:00,CDT,0,O,Y,Bloomington and Normal,IL,OZONE,51,Moderate,Illinois EPA,
06/08/23,,CDT,0,F,Y,Bloomington and Normal,IL,PM2.5,,Moderate,Illinois EPA,
06/09/23,,CDT,1,F,Y,Bloomington and Normal,IL,PM2.5,,Moderate,Illinois EPA,
06/10/23,,CDT,2,F,Y,Bloomington and Normal,IL,PM2.5,,Moderate,Illinois EPA,
06/11/23,,CDT,3,F,Y,Bloomington and Normal,IL,PM2.5,,Moderate,Illinois EPA,
06/07/23,,COT,-1,Y,Y,Bogota,,PM2.5,27,Good,U.S. Department of State Colombia - Bogota,
06/08/23,16:00,COT,0,O,Y,Bogota,,PM2.5,20,Good,U.S. Department of State Colombia - Bogota,
06/07/23,,MDT,-1,Y,Y,Boise,ID,OZONE,71,Moderate,Idaho Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Boise,ID,OZONE,45,Good,Idaho Department of Environmental Quality,
06/08/23,,MDT,0,F,Y,Boise,ID,OZONE,68,Moderate,Idaho Department of Environmental Quality,
06/09/23,,MDT,1,F,Y,Boise,ID,OZONE,54,Moderate,Idaho Department of Environmental Quality,
06/10/23,,MDT,2,F,Y,Boise,ID,OZONE,,Moderate,Idaho Department of Environmental Quality,
06/11/23,,MDT,3,F,Y,Boise,ID,OZONE,,Moderate,Idaho Department of Environmental Quality,
06/12/23,,MDT,4,F,Y,Boise,ID,OZONE,,Moderate,Idaho Department of Environmental Quality,
06/13/23,,MDT,5,F,Y,Boise,ID,OZONE,,Moderate,Idaho Department of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Bonne Terre,MO,OZONE,49,Good,Missouri Department of Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Bonne Terre,MO,OZONE,77,Moderate,Missouri Department of Natural Resources,
06/07/23,,EDT,-1,Y,Y,Boston,MA,PM2.5,63,Moderate,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Boston,MA,PM2.5,57,Moderate,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Boston,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Boston,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/07/23,,MDT,-1,Y,Y,Boulder,WY,OZONE,43,Good,Wyoming Department of Environmental Quality,
06/08/23,15:00,MDT,0,O,Y,Boulder,WY,OZONE,33,Good,Wyoming Department of Environmental Quality,
06/07/23,,PDT,-1,Y,Y,Boulder City,NV,OZONE,80,Moderate,Clark County Department of Environment and Sustainability ,
06/08/23,14:00,PDT,0,O,Y,Boulder City,NV,OZONE,90,Moderate,Clark County Department of Environment and Sustainability ,
06/07/23,,CDT,-1,Y,Y,Bowling Green,KY,PM2.5,90,Moderate,Kentucky DEP,
06/08/23,16:00,CDT,0,O,Y,Bowling Green,KY,PM2.5,97,Moderate,Kentucky DEP,
06/07/23,,MDT,-1,Y,Y,Bozeman,MT,PM2.5,16,Good,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Bozeman,MT,PM2.5,7,Good,Montana DEQ,
06/07/23,,PDT,-1,Y,Y,Brawley,CA,PM2.5,45,Good,Imperial County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Brawley,CA,PM10,37,Good,Imperial County Air Pollution Control District,
06/08/23,,PDT,0,F,Y,Brawley,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/09/23,,PDT,1,F,Y,Brawley,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/10/23,,PDT,2,F,Y,Brawley,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/11/23,,PDT,3,F,Y,Brawley,CA,PM10,73,Moderate,Imperial County Air Pollution Control District,
06/12/23,,PDT,4,F,Y,Brawley,CA,OZONE,77,Moderate,Imperial County Air Pollution Control District,
06/13/23,,PDT,5,F,Y,Brawley,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/07/23,,PDT,-1,Y,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,30,Good,Puget Sound Clean Air Agency,
06/08/23,14:00,PDT,0,O,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,35,Good,Puget Sound Clean Air Agency,
06/08/23,,PDT,0,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/09/23,,PDT,1,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/10/23,,PDT,2,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/11/23,,PDT,3,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/12/23,,PDT,4,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/13/23,,PDT,5,F,Y,Bremerton-Silverdale-Bainbridge Island,WA,PM2.5,25,Good,Puget Sound Clean Air Agency,
06/07/23,,EDT,-1,Y,Y,Bridgeport,CT,PM2.5,217,Very Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Bridgeport,CT,PM2.5,173,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,EDT,0,F,Y,Bridgeport,CT,PM2.5,173,Unhealthy,Connecticut Dept. of Energy and Environmental Protection,
06/09/23,,EDT,1,F,Y,Bridgeport,CT,PM2.5,114,Unhealthy for Sensitive Groups,Connecticut Dept. of Energy and Environmental Protection,
06/08/23,,MDT,0,F,Y,Brigham City,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/09/23,,MDT,1,F,Y,Brigham City,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/10/23,,MDT,2,F,Y,Brigham City,UT,OZONE,,Moderate,Utah Department of Environmental Quality,
06/07/23,,MDT,-1,Y,Y,Broadus,MT,OZONE,64,Moderate,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Broadus,MT,OZONE,61,Moderate,Montana DEQ,
06/07/23,,EDT,-1,Y,Y,Brockton,MA,PM2.5,74,Moderate,Massachusetts Dept. of Environmental Protection,
06/08/23,17:00,EDT,0,O,Y,Brockton,MA,PM2.5,79,Moderate,Massachusetts Dept. of Environmental Protection,
06/08/23,,EDT,0,F,Y,Brockton,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/09/23,,EDT,1,F,Y,Brockton,MA,PM2.5,,Moderate,Massachusetts Dept. of Environmental Protection,
06/07/23,,PDT,-1,Y,Y,Brookings,OR,PM2.5,10,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Brookings,OR,PM2.5,8,Good,Oregon Dept. of Environmental Quality,
06/07/23,,CDT,-1,Y,Y,Brookings,SD,OZONE,100,Moderate,South Dakota Department of Agriculture and Natural Resources,
06/08/23,16:00,CDT,0,O,Y,Brookings,SD,OZONE,67,Moderate,South Dakota Department of Agriculture and Natural Resources,
06/07/23,,EDT,-1,Y,Y,Broward County,FL,OZONE,38,Good,Broward County Natural Resources Division,
06/08/23,17:00,EDT,0,O,Y,Broward County,FL,OZONE,35,Good,Broward County Natural Resources Division,
06/08/23,,EDT,2,F,Y,Broward County,FL,OZONE,,Good,Broward County Natural Resources Division,
06/09/23,,EDT,3,F,Y,Broward County,FL,OZONE,,Good,Broward County Natural Resources Division,
06/10/23,,EDT,4,F,Y,Broward County,FL,OZONE,,Good,Broward County Natural Resources Division,
06/11/23,,EDT,5,F,Y,Broward County,FL,OZONE,,Good,Broward County Natural Resources Division,
06/07/23,,CDT,-1,Y,Y,Brownsville-McAllen,TX,OZONE,44,Good,Texas Commission on Environmental Quality,
06/08/23,16:00,CDT,0,O,Y,Brownsville-McAllen,TX,OZONE,48,Good,Texas Commission on Environmental Quality,
06/08/23,,CDT,0,F,Y,Brownsville-McAllen,TX,PM2.5,,Good,Texas Commission on Environmental Quality,
06/09/23,,CDT,1,F,Y,Brownsville-McAllen,TX,PM2.5,,Good,Texas Commission on Environmental Quality,
06/10/23,,CDT,2,F,Y,Brownsville-McAllen,TX,PM2.5,,Moderate,Texas Commission on Environmental Quality,
06/11/23,,CDT,3,F,Y,Brownsville-McAllen,TX,PM2.5,,Moderate,Texas Commission on Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Brunswick,GA,PM2.5,54,Moderate,Georgia Department of Natural Resources,
06/08/23,17:00,EDT,0,O,Y,Brunswick,GA,PM2.5,61,Moderate,Georgia Department of Natural Resources,
06/08/23,,EDT,0,F,Y,Brunswick County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Brunswick County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Brunswick County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Brunswick County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,CDT,-1,Y,Y,Bryan-College Station,TX,PM2.5,46,Good,Texas Commission on Environmental Quality,
06/08/23,,CDT,0,F,Y,Bryan-College Station,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/09/23,,CDT,1,F,Y,Bryan-College Station,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/10/23,,CDT,2,F,Y,Bryan-College Station,TX,OZONE,,Moderate,Texas Commission on Environmental Quality,
06/11/23,,CDT,3,F,Y,Bryan-College Station,TX,PM2.5,,Moderate,Texas Commission on Environmental Quality,
06/07/23,,MST,-1,Y,Y,Bullhead City,AZ,PM10,27,Good,Arizona Department of Environmental Quality,
06/08/23,14:00,MST,0,O,Y,Bullhead City,AZ,PM10,19,Good,Arizona Department of Environmental Quality,
06/07/23,,EDT,-1,Y,Y,Buncombe County,NC,PM2.5,71,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Buncombe County,NC,PM2.5,71,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Buncombe County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Buncombe County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Buncombe County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Buncombe County,NC,PM2.5,50,Good,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Burke County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Burke County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Burke County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Burke County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Burlington,VT,PM2.5,68,Moderate,Vermont Air Quality & Climate Division,
06/08/23,17:00,EDT,0,O,Y,Burlington,VT,OZONE,18,Good,Vermont Air Quality & Climate Division,
06/08/23,,EDT,0,F,Y,Burlington,VT,PM2.5,65,Moderate,Vermont Air Quality & Climate Division,
06/09/23,,EDT,1,F,Y,Burlington,VT,PM2.5,40,Good,Vermont Air Quality & Climate Division,
06/07/23,,PDT,-1,Y,Y,Burns,OR,PM2.5,12,Good,Oregon Dept. of Environmental Quality,
06/08/23,14:00,PDT,0,O,Y,Burns,OR,PM2.5,14,Good,Oregon Dept. of Environmental Quality,
06/07/23,,ADT,-1,Y,Y,Butte,AK,PM10,5,Good,State of Alaska DEC,
06/08/23,13:00,ADT,0,O,Y,Butte,AK,PM10,6,Good,State of Alaska DEC,
06/07/23,,MDT,-1,Y,Y,Butte,MT,PM2.5,18,Good,Montana DEQ,
06/08/23,15:00,MDT,0,O,Y,Butte,MT,PM10,9,Good,Montana DEQ,
06/07/23,,PDT,-1,Y,Y,C San Bernardino,CA,OZONE,48,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,C San Bernardino,CA,OZONE,47,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,C San Bernardino,CA,OZONE,71,Moderate,South Coast AQMD,
06/09/23,,PDT,1,F,Y,C San Bernardino,CA,OZONE,84,Moderate,South Coast AQMD,
06/07/23,,PDT,-1,Y,Y,C San Bernardino M,CA,OZONE,50,Good,South Coast AQMD,
06/08/23,14:00,PDT,0,O,Y,C San Bernardino M,CA,OZONE,50,Good,South Coast AQMD,
06/08/23,,PDT,1,F,Y,C San Bernardino M,CA,OZONE,90,Moderate,South Coast AQMD,
06/09/23,,PDT,1,F,Y,C San Bernardino M,CA,OZONE,90,Moderate,South Coast AQMD,
06/08/23,,EDT,0,F,Y,Cabarrus County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Cabarrus County,NC,OZONE,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Cabarrus County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Cabarrus County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Calaveras County,CA,OZONE,38,Good,Calaveras County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Calaveras County,CA,OZONE,34,Good,Calaveras County Air Pollution Control District,
06/07/23,,EDT,-1,Y,Y,Caldwell County,NC,OZONE,42,Good,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Caldwell County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Caldwell County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Caldwell County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Caldwell County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Caldwell County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,PDT,-1,Y,Y,Calexico,CA,OZONE,100,Moderate,Imperial County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Calexico,CA,OZONE,71,Moderate,Imperial County Air Pollution Control District,
06/08/23,,PDT,0,F,Y,Calexico,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/09/23,,PDT,1,F,Y,Calexico,CA,OZONE,105,Unhealthy for Sensitive Groups,Imperial County Air Pollution Control District,
06/10/23,,PDT,2,F,Y,Calexico,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/11/23,,PDT,3,F,Y,Calexico,CA,PM10,73,Moderate,Imperial County Air Pollution Control District,
06/12/23,,PDT,4,F,Y,Calexico,CA,OZONE,77,Moderate,Imperial County Air Pollution Control District,
06/13/23,,PDT,5,F,Y,Calexico,CA,OZONE,90,Moderate,Imperial County Air Pollution Control District,
06/08/23,,EDT,0,F,Y,Camden County,NC,PM2.5,150,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Camden County,NC,PM2.5,90,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Camden County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
06/11/23,,EDT,3,F,Y,Camden County,NC,OZONE,50,Good,North Carolina DEQ - Division of Air Quality,
06/07/23,,EDT,-1,Y,Y,Canton and Massillon,OH,PM2.5,123,Unhealthy for Sensitive Groups,City of Canton,
06/08/23,17:00,EDT,0,O,Y,Canton and Massillon,OH,PM2.5,105,Unhealthy for Sensitive Groups,City of Canton,
06/08/23,,EDT,0,F,Y,Canton and Massillon,OH,PM2.5,,Unhealthy for Sensitive Groups,City of Canton,
06/09/23,,EDT,1,F,Y,Canton and Massillon,OH,PM2.5,,Moderate,City of Canton,
06/07/23,,MDT,-1,Y,Y,Canyonlands National Park,UT,OZONE,58,Moderate,National Park Service,
06/08/23,15:00,MDT,0,O,Y,Canyonlands National Park,UT,OZONE,50,Good,National Park Service,
06/08/23,,PDT,1,F,Y,Capistrano Vly,CA,OZONE,38,Good,South Coast AQMD,
06/09/23,,PDT,1,F,Y,Capistrano Vly,CA,OZONE,33,Good,South Coast AQMD,
06/07/23,,MDT,-1,Y,Y,Carlsbad,NM,OZONE,61,Moderate,New Mexico Air Quality Bureau,
06/08/23,15:00,MDT,0,O,Y,Carlsbad,NM,OZONE,101,Unhealthy for Sensitive Groups,New Mexico Air Quality Bureau,
06/07/23,,PDT,-1,Y,Y,Carmel Valley,CA,OZONE,35,Good,Monterey Bay Unified APCD,
06/08/23,14:00,PDT,0,O,Y,Carmel Valley,CA,OZONE,29,Good,Monterey Bay Unified APCD,
06/08/23,,PDT,3,F,Y,Carmel Valley,CA,PM2.5,,Good,Monterey Bay Unified APCD,
06/09/23,,PDT,4,F,Y,Carmel Valley,CA,PM2.5,,Good,Monterey Bay Unified APCD,
06/10/23,,PDT,5,F,Y,Carmel Valley,CA,PM2.5,,Good,Monterey Bay Unified APCD,
06/07/23,,PDT,-1,Y,Y,Carpinteria,CA,OZONE,22,Good,Santa Barbara County Air Pollution Control District,
06/08/23,14:00,PDT,0,O,Y,Carpinteria,CA,OZONE,19,Good,Santa Barbara County Air Pollution Control District,
06/08/23,,PDT,3,F,Y,Carpinteria,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/09/23,,PDT,4,F,Y,Carpinteria,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/10/23,,PDT,5,F,Y,Carpinteria,CA,OZONE,,Good,Santa Barbara County Air Pollution Control District,
06/07/23,,PDT,-1,Y,Y,Carrizo Plains,CA,OZONE,34,Good,San Luis Obispo County APCD,
06/08/23,14:00,PDT,0,O,Y,Carrizo Plains,CA,OZONE,38,Good,San Luis Obispo County APCD,
06/08/23,,PDT,0,F,Y,Carrizo Plains,CA,OZONE,39,Good,San Luis Obispo County APCD,
06/09/23,,PDT,1,F,Y,Carrizo Plains,CA,OZONE,41,Good,San Luis Obispo County APCD,
06/10/23,,PDT,2,F,Y,Carrizo Plains,CA,OZONE,40,Good,San Luis Obispo County APCD,
06/11/23,,PDT,3,F,Y,Carrizo Plains,CA,OZONE,38,Good,San Luis Obispo County APCD,
06/12/23,,PDT,4,F,Y,Carrizo Plains,CA,OZONE,34,Good,San Luis Obispo County APCD,
06/13/23,,PDT,5,F,Y,Carrizo Plains,CA,OZONE,34,Good,San Luis Obispo County APCD,
06/07/23,,PDT,-1,Y,Y,Carson City,NV,OZONE,80,Moderate,Nevada Division of Environmental Protection,
06/08/23,14:00,PDT,0,O,Y,Carson City,NV,OZONE,54,Moderate,Nevada Division of Environmental Protection,
06/08/23,,PDT,0,F,Y,Carson City,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/09/23,,PDT,1,F,Y,Carson City,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/10/23,,PDT,2,F,Y,Carson City,NV,OZONE,,Moderate,Nevada Division of Environmental Protection,
06/07/23,,EDT,-1,Y,Y,Carteret County,NC,OZONE,105,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/08/23,17:00,EDT,0,O,Y,Carteret County,NC,PM2.5,72,Moderate,North Carolina DEQ - Division of Air Quality,
06/08/23,,EDT,0,F,Y,Carteret County,NC,PM2.5,115,Unhealthy for Sensitive Groups,North Carolina DEQ - Division of Air Quality,
06/09/23,,EDT,1,F,Y,Carteret County,NC,PM2.5,85,Moderate,North Carolina DEQ - Division of Air Quality,
06/10/23,,EDT,2,F,Y,Carteret County,NC,PM2.5,100,Moderate,North Carolina DEQ - Division of Air Quality,
